Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;3;7.159999847412109;2020/12/13
Anzola d'Ossola;103002;-1;3;7.369999885559082;2020/12/13
Arizzano;103003;-1;10;4.96999979019165;2020/12/13
Arola;103004;-1;0;0;2020/12/13
Aurano;103005;-1;0;0;2020/12/13
Baceno;103006;-1;14;15.609999656677246;2020/12/13
Bannio Anzino;103007;-1;0;0;2020/12/13
Baveno;103008;-1;24;4.880000114440918;2020/12/13
Bee;103009;-1;7;9.270000457763672;2020/12/13
Belgirate;103010;-1;1;1.9900000095367432;2020/12/13
Beura-Cardezza;103011;-1;5;3.4100000858306885;2020/12/13
Bognanco;103012;-1;0;0;2020/12/13
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2020/12/13
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/12/13
Cambiasca;103015;-1;3;1.850000023841858;2020/12/13
Cannero Riviera;103016;-1;1;1.100000023841858;2020/12/13
Cannobio;103017;-1;7;1.3700000047683716;2020/12/13
Caprezzo;103018;-1;1;5.920000076293945;2020/12/13
Casale Corte Cerro;103019;-1;24;6.920000076293945;2020/12/13
Ceppo Morelli;103021;-1;0;0;2020/12/13
Cesara;103022;-1;3;5.050000190734863;2020/12/13
Cossogno;103023;-1;4;5.889999866485596;2020/12/13
Craveggia;103024;-1;2;2.619999885559082;2020/12/13
Crevoladossola;103025;-1;19;4.130000114440918;2020/12/13
Crodo;103026;-1;9;6.440000057220459;2020/12/13
Domodossola;103028;-1;135;7.440000057220459;2020/12/13
Druogno;103029;-1;9;8.460000038146973;2020/12/13
Formazza;103031;-1;0;0;2020/12/13
Germagno;103032;-1;3;15.789999961853027;2020/12/13
Ghiffa;103033;-1;5;2.119999885559082;2020/12/13
Gignese;103034;-1;0;0;2020/12/13
Gravellona Toce;103035;-1;22;2.819999933242798;2020/12/13
Gurro;103036;-1;0;0;2020/12/13
Intragna;103037;-1;0;0;2020/12/13
Loreglia;103038;-1;3;12.880000114440918;2020/12/13
Macugnaga;103039;-1;0;0;2020/12/13
Madonna del Sasso;103040;-1;0;0;2020/12/13
Malesco;103041;-1;3;2.180000066757202;2020/12/13
Masera;103042;-1;5;3.380000114440918;2020/12/13
Massiola;103043;-1;0;0;2020/12/13
Mergozzo;103044;-1;13;6;2020/12/13
Miazzina;103045;-1;0;0;2020/12/13
Montecrestese;103046;-1;5;3.930000066757202;2020/12/13
Montescheno;103047;-1;0;0;2020/12/13
Nonio;103048;-1;0;0;2020/12/13
Oggebbio;103049;-1;2;2.2899999618530273;2020/12/13
Omegna;103050;-1;82;5.400000095367432;2020/12/13
Ornavasso;103051;-1;21;6.110000133514404;2020/12/13
Pallanzeno;103052;-1;7;6.099999904632568;2020/12/13
Piedimulera;103053;-1;8;5.260000228881836;2020/12/13
Pieve Vergonte;103054;-1;11;4.369999885559082;2020/12/13
Premeno;103055;-1;1;1.3700000047683716;2020/12/13
Premia;103056;-1;1;1.809999942779541;2020/12/13
Premosello-Chiovenda;103057;-1;14;7.210000038146973;2020/12/13
Quarna Sopra;103058;-1;4;15.869999885559082;2020/12/13
Quarna Sotto;103059;-1;0;0;2020/12/13
Re;103060;-1;17;23.100000381469727;2020/12/13
San Bernardino Verbano;103061;-1;3;2.2799999713897705;2020/12/13
Santa Maria Maggiore;103062;-1;4;3.0999999046325684;2020/12/13
Stresa;103064;-1;11;2.259999990463257;2020/12/13
Toceno;103065;-1;1;1.3700000047683716;2020/12/13
Trarego Viggiona;103066;-1;0;0;2020/12/13
Trasquera;103067;-1;0;0;2020/12/13
Trontano;103068;-1;17;10.1899995803833;2020/12/13
Valstrona;103069;-1;2;1.6399999856948853;2020/12/13
Vanzone con San Carlo;103070;-1;0;0;2020/12/13
Varzo;103071;-1;13;6.449999809265137;2020/12/13
Verbania;103072;-1;200;6.559999942779541;2020/12/13
Vignone;103074;-1;7;5.860000133514404;2020/12/13
Villadossola;103075;-1;35;5.369999885559082;2020/12/13
Villette;103076;-1;0;0;2020/12/13
Vogogna;103077;-1;8;4.559999942779541;2020/12/13
Borgomezzavalle;103078;-1;0;0;2020/12/13
Valle Cannobina;103079;-1;0;0;2020/12/13
Valdilana;096088;-1;37;3.4200000762939453;2020/12/13
Quaregna Cerreto;096087;-1;2;0.9800000190734863;2020/12/13
Campiglia Cervo;096086;-1;0;0;2020/12/13
Lessona;096085;-1;20;7.340000152587891;2020/12/13
Zumaglia;096083;-1;4;3.9200000762939453;2020/12/13
Zubiena;096082;-1;4;3.4800000190734863;2020/12/13
Zimone;096081;-1;1;2.509999990463257;2020/12/13
Viverone;096080;-1;6;4.25;2020/12/13
Villanova Biellese;096079;-1;0;0;2020/12/13
Villa del Bosco;096078;-1;13;38.810001373291016;2020/12/13
Vigliano Biellese;096077;-1;27;3.5199999809265137;2020/12/13
Verrone;096076;-1;1;0.800000011920929;2020/12/13
Veglio;096075;-1;1;2.0999999046325684;2020/12/13
Valle San Nicolao;096074;-1;2;2.0999999046325684;2020/12/13
