Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2021/01/05
Anzola d'Ossola;103002;-1;4;9.829999923706055;2021/01/05
Arizzano;103003;-1;10;4.96999979019165;2021/01/05
Arola;103004;-1;0;0;2021/01/05
Aurano;103005;-1;0;0;2021/01/05
Baceno;103006;-1;4;4.460000038146973;2021/01/05
Bannio Anzino;103007;-1;0;0;2021/01/05
Baveno;103008;-1;8;1.6299999952316284;2021/01/05
Bee;103009;-1;1;1.3200000524520874;2021/01/05
Belgirate;103010;-1;0;0;2021/01/05
Beura-Cardezza;103011;-1;7;4.769999980926514;2021/01/05
Bognanco;103012;-1;0;0;2021/01/05
Brovello-Carpugnino;103013;-1;3;4.21999979019165;2021/01/05
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2021/01/05
Cambiasca;103015;-1;2;1.2300000190734863;2021/01/05
Cannero Riviera;103016;-1;9;9.890000343322754;2021/01/05
Cannobio;103017;-1;39;7.619999885559082;2021/01/05
Caprezzo;103018;-1;0;0;2021/01/05
Casale Corte Cerro;103019;-1;6;1.7300000190734863;2021/01/05
Ceppo Morelli;103021;-1;1;3.369999885559082;2021/01/05
Cesara;103022;-1;3;5.050000190734863;2021/01/05
Cossogno;103023;-1;2;2.950000047683716;2021/01/05
Craveggia;103024;-1;1;1.309999942779541;2021/01/05
Crevoladossola;103025;-1;19;4.130000114440918;2021/01/05
Crodo;103026;-1;2;1.4299999475479126;2021/01/05
Domodossola;103028;-1;51;2.809999942779541;2021/01/05
Druogno;103029;-1;0;0;2021/01/05
Formazza;103031;-1;2;4.519999980926514;2021/01/05
Germagno;103032;-1;1;5.260000228881836;2021/01/05
Ghiffa;103033;-1;13;5.519999980926514;2021/01/05
Gignese;103034;-1;0;0;2021/01/05
Gravellona Toce;103035;-1;13;1.659999966621399;2021/01/05
Gurro;103036;-1;0;0;2021/01/05
Intragna;103037;-1;0;0;2021/01/05
Loreglia;103038;-1;1;4.289999961853027;2021/01/05
Macugnaga;103039;-1;0;0;2021/01/05
Madonna del Sasso;103040;-1;0;0;2021/01/05
Malesco;103041;-1;3;2.180000066757202;2021/01/05
Masera;103042;-1;5;3.380000114440918;2021/01/05
Massiola;103043;-1;0;0;2021/01/05
Mergozzo;103044;-1;9;4.159999847412109;2021/01/05
Miazzina;103045;-1;2;5.239999771118164;2021/01/05
Montecrestese;103046;-1;0;0;2021/01/05
Montescheno;103047;-1;2;5.099999904632568;2021/01/05
Nonio;103048;-1;2;2.319999933242798;2021/01/05
Oggebbio;103049;-1;2;2.2899999618530273;2021/01/05
Omegna;103050;-1;63;4.150000095367432;2021/01/05
Ornavasso;103051;-1;10;2.9100000858306885;2021/01/05
Pallanzeno;103052;-1;3;2.609999895095825;2021/01/05
Piedimulera;103053;-1;5;3.2899999618530273;2021/01/05
