Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;5;11.930000305175781;2020/12/08
Anzola d'Ossola;103002;-1;2;4.909999847412109;2020/12/08
Arizzano;103003;-1;18;8.949999809265137;2020/12/08
Arola;103004;-1;0;0;2020/12/08
Aurano;103005;-1;0;0;2020/12/08
Baceno;103006;-1;16;17.84000015258789;2020/12/08
Bannio Anzino;103007;-1;5;10.460000038146973;2020/12/08
Baveno;103008;-1;33;6.710000038146973;2020/12/08
Bee;103009;-1;7;9.270000457763672;2020/12/08
Belgirate;103010;-1;1;1.9900000095367432;2020/12/08
Beura-Cardezza;103011;-1;3;2.0399999618530273;2020/12/08
Bognanco;103012;-1;0;0;2020/12/08
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2020/12/08
Calasca-Castiglione;103014;-1;3;4.909999847412109;2020/12/08
Cambiasca;103015;-1;10;6.159999847412109;2020/12/08
Cannero Riviera;103016;-1;1;1.100000023841858;2020/12/08
Cannobio;103017;-1;12;2.3399999141693115;2020/12/08
Caprezzo;103018;-1;0;0;2020/12/08
Casale Corte Cerro;103019;-1;25;7.210000038146973;2020/12/08
Ceppo Morelli;103021;-1;1;3.369999885559082;2020/12/08
Cesara;103022;-1;5;8.420000076293945;2020/12/08
Cossogno;103023;-1;5;7.360000133514404;2020/12/08
Craveggia;103024;-1;2;2.619999885559082;2020/12/08
Crevoladossola;103025;-1;20;4.349999904632568;2020/12/08
Crodo;103026;-1;12;8.579999923706055;2020/12/08
Domodossola;103028;-1;163;8.979999542236328;2020/12/08
Druogno;103029;-1;8;7.519999980926514;2020/12/08
Formazza;103031;-1;1;2.259999990463257;2020/12/08
Germagno;103032;-1;3;15.789999961853027;2020/12/08
Ghiffa;103033;-1;12;5.099999904632568;2020/12/08
Gignese;103034;-1;0;0;2020/12/08
Gravellona Toce;103035;-1;25;3.200000047683716;2020/12/08
Gurro;103036;-1;2;10.050000190734863;2020/12/08
Intragna;103037;-1;0;0;2020/12/08
Loreglia;103038;-1;0;0;2020/12/08
Macugnaga;103039;-1;0;0;2020/12/08
Madonna del Sasso;103040;-1;0;0;2020/12/08
Malesco;103041;-1;2;1.4500000476837158;2020/12/08
Masera;103042;-1;8;5.409999847412109;2020/12/08
Massiola;103043;-1;0;0;2020/12/08
Mergozzo;103044;-1;16;7.389999866485596;2020/12/08
Miazzina;103045;-1;2;5.239999771118164;2020/12/08
Montecrestese;103046;-1;15;11.789999961853027;2020/12/08
Montescheno;103047;-1;0;0;2020/12/08
Nonio;103048;-1;1;1.159999966621399;2020/12/08
Oggebbio;103049;-1;5;5.730000019073486;2020/12/08
Omegna;103050;-1;98;6.449999809265137;2020/12/08
Ornavasso;103051;-1;27;7.860000133514404;2020/12/08
Pallanzeno;103052;-1;9;7.840000152587891;2020/12/08
Piedimulera;103053;-1;9;5.920000076293945;2020/12/08
Pieve Vergonte;103054;-1;17;6.75;2020/12/08
Premeno;103055;-1;1;1.3700000047683716;2020/12/08
Premia;103056;-1;2;3.619999885559082;2020/12/08
Premosello-Chiovenda;103057;-1;17;8.760000228881836;2020/12/08
Quarna Sopra;103058;-1;3;11.899999618530273;2020/12/08
Quarna Sotto;103059;-1;0;0;2020/12/08
Re;103060;-1;22;29.889999389648438;2020/12/08
San Bernardino Verbano;103061;-1;3;2.2799999713897705;2020/12/08
Santa Maria Maggiore;103062;-1;5;3.869999885559082;2020/12/08
Stresa;103064;-1;22;4.519999980926514;2020/12/08
Toceno;103065;-1;2;2.740000009536743;2020/12/08
Trarego Viggiona;103066;-1;2;4.800000190734863;2020/12/08
Trasquera;103067;-1;2;11.430000305175781;2020/12/08
Trontano;103068;-1;17;10.1899995803833;2020/12/08
Valstrona;103069;-1;3;2.4700000286102295;2020/12/08
Vanzone con San Carlo;103070;-1;0;0;2020/12/08
Varzo;103071;-1;11;5.449999809265137;2020/12/08
Verbania;103072;-1;249;8.15999984741211;2020/12/08
Vignone;103074;-1;7;5.860000133514404;2020/12/08
Villadossola;103075;-1;46;7.050000190734863;2020/12/08
Villette;103076;-1;0;0;2020/12/08
Vogogna;103077;-1;10;5.690000057220459;2020/12/08
Borgomezzavalle;103078;-1;1;3.1700000762939453;2020/12/08
Valle Cannobina;103079;-1;0;0;2020/12/08
Valdilana;096088;-1;56;5.170000076293945;2020/12/08
Quaregna Cerreto;096087;-1;7;3.430000066757202;2020/12/08
Campiglia Cervo;096086;-1;0;0;2020/12/08
Lessona;096085;-1;15;5.510000228881836;2020/12/08
Zumaglia;096083;-1;4;3.9200000762939453;2020/12/08
Zubiena;096082;-1;4;3.4800000190734863;2020/12/08
Zimone;096081;-1;1;2.509999990463257;2020/12/08
Viverone;096080;-1;8;5.670000076293945;2020/12/08
Villanova Biellese;096079;-1;0;0;2020/12/08
Villa del Bosco;096078;-1;12;35.81999969482422;2020/12/08
Vigliano Biellese;096077;-1;43;5.610000133514404;2020/12/08
Verrone;096076;-1;1;0.800000011920929;2020/12/08
Veglio;096075;-1;2;4.190000057220459;2020/12/08
Valle San Nicolao;096074;-1;1;1.0499999523162842;2020/12/08
Vallanzengo;096072;-1;0;0;2020/12/08
Valdengo;096071;-1;10;4.059999942779541;2020/12/08
Torrazzo;096069;-1;3;14.710000038146973;2020/12/08
Tollegno;096068;-1;24;9.8100004196167;2020/12/08
Ternengo;096067;-1;1;3.569999933242798;2020/12/08
Tavigliano;096066;-1;2;2.1600000858306885;2020/12/08
