Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2021/01/25
Anzola d'Ossola;103002;-1;0;0;2021/01/25
Arizzano;103003;-1;5;2.490000009536743;2021/01/25
Arola;103004;-1;1;4.119999885559082;2021/01/25
Aurano;103005;-1;2;19.420000076293945;2021/01/25
Baceno;103006;-1;11;12.260000228881836;2021/01/25
Bannio Anzino;103007;-1;3;6.28000020980835;2021/01/25
Baveno;103008;-1;20;4.070000171661377;2021/01/25
Bee;103009;-1;2;2.6500000953674316;2021/01/25
Belgirate;103010;-1;3;5.960000038146973;2021/01/25
Beura-Cardezza;103011;-1;4;2.7200000286102295;2021/01/25
Bognanco;103012;-1;0;0;2021/01/25
Brovello-Carpugnino;103013;-1;0;0;2021/01/25
Calasca-Castiglione;103014;-1;0;0;2021/01/25
Cambiasca;103015;-1;9;5.550000190734863;2021/01/25
Cannero Riviera;103016;-1;5;5.489999771118164;2021/01/25
Cannobio;103017;-1;28;5.46999979019165;2021/01/25
Caprezzo;103018;-1;2;11.829999923706055;2021/01/25
Casale Corte Cerro;103019;-1;15;4.329999923706055;2021/01/25
Ceppo Morelli;103021;-1;0;0;2021/01/25
Cesara;103022;-1;2;3.369999885559082;2021/01/25
Cossogno;103023;-1;16;23.559999465942383;2021/01/25
Craveggia;103024;-1;1;1.309999942779541;2021/01/25
Crevoladossola;103025;-1;17;3.700000047683716;2021/01/25
Crodo;103026;-1;3;2.1500000953674316;2021/01/25
Domodossola;103028;-1;41;2.259999990463257;2021/01/25
Druogno;103029;-1;5;4.699999809265137;2021/01/25
Formazza;103031;-1;0;0;2021/01/25
Germagno;103032;-1;2;10.529999732971191;2021/01/25
Ghiffa;103033;-1;10;4.25;2021/01/25
Gignese;103034;-1;1;0.949999988079071;2021/01/25
Gravellona Toce;103035;-1;22;2.819999933242798;2021/01/25
Gurro;103036;-1;0;0;2021/01/25
Intragna;103037;-1;0;0;2021/01/25
Loreglia;103038;-1;9;38.630001068115234;2021/01/25
Macugnaga;103039;-1;0;0;2021/01/25
Madonna del Sasso;103040;-1;0;0;2021/01/25
Malesco;103041;-1;0;0;2021/01/25
Masera;103042;-1;4;2.7100000381469727;2021/01/25
Massiola;103043;-1;1;7.940000057220459;2021/01/25
Mergozzo;103044;-1;8;3.700000047683716;2021/01/25
Miazzina;103045;-1;4;10.470000267028809;2021/01/25
Montecrestese;103046;-1;5;3.930000066757202;2021/01/25
Montescheno;103047;-1;0;0;2021/01/25
Nonio;103048;-1;5;5.809999942779541;2021/01/25
Oggebbio;103049;-1;1;1.149999976158142;2021/01/25
Omegna;103050;-1;78;5.130000114440918;2021/01/25
Ornavasso;103051;-1;13;3.7799999713897705;2021/01/25
Pallanzeno;103052;-1;3;2.609999895095825;2021/01/25
Piedimulera;103053;-1;5;3.2899999618530273;2021/01/25
Pieve Vergonte;103054;-1;11;4.369999885559082;2021/01/25
Premeno;103055;-1;2;2.740000009536743;2021/01/25
Premia;103056;-1;1;1.809999942779541;2021/01/25
