Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;2;4.769999980926514;2021/02/01
Anzola d'Ossola;103002;-1;0;0;2021/02/01
Arizzano;103003;-1;2;0.9900000095367432;2021/02/01
Arola;103004;-1;1;4.119999885559082;2021/02/01
Aurano;103005;-1;0;0;2021/02/01
Baceno;103006;-1;6;6.690000057220459;2021/02/01
Bannio Anzino;103007;-1;1;2.0899999141693115;2021/02/01
Baveno;103008;-1;17;3.4600000381469727;2021/02/01
Bee;103009;-1;3;3.9700000286102295;2021/02/01
Belgirate;103010;-1;1;1.9900000095367432;2021/02/01
Beura-Cardezza;103011;-1;3;2.0399999618530273;2021/02/01
Bognanco;103012;-1;0;0;2021/02/01
Brovello-Carpugnino;103013;-1;1;1.409999966621399;2021/02/01
Calasca-Castiglione;103014;-1;0;0;2021/02/01
Cambiasca;103015;-1;8;4.929999828338623;2021/02/01
Cannero Riviera;103016;-1;0;0;2021/02/01
Cannobio;103017;-1;15;2.930000066757202;2021/02/01
Caprezzo;103018;-1;1;5.920000076293945;2021/02/01
Casale Corte Cerro;103019;-1;16;4.619999885559082;2021/02/01
Ceppo Morelli;103021;-1;0;0;2021/02/01
Cesara;103022;-1;1;1.6799999475479126;2021/02/01
Cossogno;103023;-1;4;5.889999866485596;2021/02/01
Craveggia;103024;-1;0;0;2021/02/01
Crevoladossola;103025;-1;28;6.090000152587891;2021/02/01
Crodo;103026;-1;3;2.1500000953674316;2021/02/01
Domodossola;103028;-1;36;1.9800000190734863;2021/02/01
Druogno;103029;-1;2;1.8799999952316284;2021/02/01
Formazza;103031;-1;0;0;2021/02/01
Germagno;103032;-1;2;10.529999732971191;2021/02/01
Ghiffa;103033;-1;11;4.670000076293945;2021/02/01
Gignese;103034;-1;0;0;2021/02/01
Gravellona Toce;103035;-1;21;2.690000057220459;2021/02/01
Gurro;103036;-1;0;0;2021/02/01
Intragna;103037;-1;0;0;2021/02/01
Loreglia;103038;-1;3;12.880000114440918;2021/02/01
Macugnaga;103039;-1;0;0;2021/02/01
Madonna del Sasso;103040;-1;0;0;2021/02/01
Malesco;103041;-1;0;0;2021/02/01
Masera;103042;-1;4;2.7100000381469727;2021/02/01
Massiola;103043;-1;1;7.940000057220459;2021/02/01
Mergozzo;103044;-1;7;3.2300000190734863;2021/02/01
Miazzina;103045;-1;2;5.239999771118164;2021/02/01
Montecrestese;103046;-1;1;0.7900000214576721;2021/02/01
Montescheno;103047;-1;0;0;2021/02/01
Nonio;103048;-1;4;4.650000095367432;2021/02/01
Oggebbio;103049;-1;2;2.2899999618530273;2021/02/01
Omegna;103050;-1;74;4.869999885559082;2021/02/01
Ornavasso;103051;-1;7;2.0399999618530273;2021/02/01
Pallanzeno;103052;-1;5;4.360000133514404;2021/02/01
Piedimulera;103053;-1;2;1.309999942779541;2021/02/01
Pieve Vergonte;103054;-1;5;1.9900000095367432;2021/02/01
Premeno;103055;-1;0;0;2021/02/01
Premia;103056;-1;0;0;2021/02/01
Premosello-Chiovenda;103057;-1;12;6.179999828338623;2021/02/01
Quarna Sopra;103058;-1;0;0;2021/02/01
