Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;3;7.159999847412109;2020/12/17
Anzola d'Ossola;103002;-1;3;7.369999885559082;2020/12/17
Arizzano;103003;-1;8;3.9800000190734863;2020/12/17
Arola;103004;-1;0;0;2020/12/17
Aurano;103005;-1;0;0;2020/12/17
Baceno;103006;-1;13;14.489999771118164;2020/12/17
Bannio Anzino;103007;-1;1;2.0899999141693115;2020/12/17
Baveno;103008;-1;25;5.079999923706055;2020/12/17
Bee;103009;-1;5;6.619999885559082;2020/12/17
Belgirate;103010;-1;1;1.9900000095367432;2020/12/17
Beura-Cardezza;103011;-1;6;4.090000152587891;2020/12/17
Bognanco;103012;-1;2;10.640000343322754;2020/12/17
Brovello-Carpugnino;103013;-1;3;4.21999979019165;2020/12/17
Calasca-Castiglione;103014;-1;0;0;2020/12/17
Cambiasca;103015;-1;5;3.0799999237060547;2020/12/17
Cannero Riviera;103016;-1;2;2.200000047683716;2020/12/17
Cannobio;103017;-1;11;2.1500000953674316;2020/12/17
Caprezzo;103018;-1;1;5.920000076293945;2020/12/17
Casale Corte Cerro;103019;-1;25;7.210000038146973;2020/12/17
Ceppo Morelli;103021;-1;0;0;2020/12/17
Cesara;103022;-1;2;3.369999885559082;2020/12/17
Cossogno;103023;-1;2;2.950000047683716;2020/12/17
Craveggia;103024;-1;1;1.309999942779541;2020/12/17
Crevoladossola;103025;-1;18;3.9100000858306885;2020/12/17
Crodo;103026;-1;6;4.289999961853027;2020/12/17
Domodossola;103028;-1;101;5.570000171661377;2020/12/17
Druogno;103029;-1;10;9.399999618530273;2020/12/17
Formazza;103031;-1;0;0;2020/12/17
Germagno;103032;-1;3;15.789999961853027;2020/12/17
Ghiffa;103033;-1;3;1.2699999809265137;2020/12/17
Gignese;103034;-1;0;0;2020/12/17
Gravellona Toce;103035;-1;17;2.180000066757202;2020/12/17
Gurro;103036;-1;0;0;2020/12/17
Intragna;103037;-1;0;0;2020/12/17
Loreglia;103038;-1;2;8.579999923706055;2020/12/17
Macugnaga;103039;-1;0;0;2020/12/17
Madonna del Sasso;103040;-1;0;0;2020/12/17
Malesco;103041;-1;3;2.180000066757202;2020/12/17
Masera;103042;-1;5;3.380000114440918;2020/12/17
Massiola;103043;-1;0;0;2020/12/17
Mergozzo;103044;-1;11;5.079999923706055;2020/12/17
Miazzina;103045;-1;0;0;2020/12/17
Montecrestese;103046;-1;4;3.140000104904175;2020/12/17
Montescheno;103047;-1;2;5.099999904632568;2020/12/17
Nonio;103048;-1;0;0;2020/12/17
Oggebbio;103049;-1;2;2.2899999618530273;2020/12/17
Omegna;103050;-1;68;4.480000019073486;2020/12/17
Ornavasso;103051;-1;18;5.239999771118164;2020/12/17
Pallanzeno;103052;-1;4;3.4800000190734863;2020/12/17
Piedimulera;103053;-1;3;1.9700000286102295;2020/12/17
Pieve Vergonte;103054;-1;4;1.590000033378601;2020/12/17
Premeno;103055;-1;1;1.3700000047683716;2020/12/17
Premia;103056;-1;1;1.809999942779541;2020/12/17
Premosello-Chiovenda;103057;-1;13;6.699999809265137;2020/12/17
Quarna Sopra;103058;-1;2;7.940000057220459;2020/12/17
Quarna Sotto;103059;-1;0;0;2020/12/17
Re;103060;-1;6;8.149999618530273;2020/12/17
San Bernardino Verbano;103061;-1;2;1.5199999809265137;2020/12/17
Santa Maria Maggiore;103062;-1;4;3.0999999046325684;2020/12/17
Stresa;103064;-1;8;1.6399999856948853;2020/12/17
Toceno;103065;-1;1;1.3700000047683716;2020/12/17
Trarego Viggiona;103066;-1;0;0;2020/12/17
Trasquera;103067;-1;0;0;2020/12/17
Trontano;103068;-1;16;9.59000015258789;2020/12/17
Valstrona;103069;-1;3;2.4700000286102295;2020/12/17
Vanzone con San Carlo;103070;-1;0;0;2020/12/17
Varzo;103071;-1;11;5.449999809265137;2020/12/17
Verbania;103072;-1;182;5.96999979019165;2020/12/17
Vignone;103074;-1;5;4.179999828338623;2020/12/17
Villadossola;103075;-1;31;4.75;2020/12/17
Villette;103076;-1;1;3.5999999046325684;2020/12/17
Vogogna;103077;-1;7;3.990000009536743;2020/12/17
Borgomezzavalle;103078;-1;0;0;2020/12/17
Valle Cannobina;103079;-1;0;0;2020/12/17
Valdilana;096088;-1;38;3.509999990463257;2020/12/17
Quaregna Cerreto;096087;-1;3;1.4700000286102295;2020/12/17
Campiglia Cervo;096086;-1;0;0;2020/12/17
Lessona;096085;-1;14;5.139999866485596;2020/12/17
