Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;1;2.390000104904175;2020/12/28
Anzola d'Ossola;103002;-1;0;0;2020/12/28
Arizzano;103003;-1;9;4.46999979019165;2020/12/28
Arola;103004;-1;0;0;2020/12/28
Aurano;103005;-1;0;0;2020/12/28
Baceno;103006;-1;5;5.570000171661377;2020/12/28
Bannio Anzino;103007;-1;1;2.0899999141693115;2020/12/28
Baveno;103008;-1;7;1.4199999570846558;2020/12/28
Bee;103009;-1;2;2.6500000953674316;2020/12/28
Belgirate;103010;-1;0;0;2020/12/28
Beura-Cardezza;103011;-1;7;4.769999980926514;2020/12/28
Bognanco;103012;-1;1;5.320000171661377;2020/12/28
Brovello-Carpugnino;103013;-1;3;4.21999979019165;2020/12/28
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/12/28
Cambiasca;103015;-1;2;1.2300000190734863;2020/12/28
Cannero Riviera;103016;-1;3;3.299999952316284;2020/12/28
Cannobio;103017;-1;21;4.099999904632568;2020/12/28
Caprezzo;103018;-1;0;0;2020/12/28
Casale Corte Cerro;103019;-1;11;3.1700000762939453;2020/12/28
Ceppo Morelli;103021;-1;0;0;2020/12/28
Cesara;103022;-1;2;3.369999885559082;2020/12/28
Cossogno;103023;-1;2;2.950000047683716;2020/12/28
Craveggia;103024;-1;1;1.309999942779541;2020/12/28
Crevoladossola;103025;-1;14;3.0399999618530273;2020/12/28
Crodo;103026;-1;2;1.4299999475479126;2020/12/28
Domodossola;103028;-1;62;3.4200000762939453;2020/12/28
Druogno;103029;-1;6;5.639999866485596;2020/12/28
Formazza;103031;-1;1;2.259999990463257;2020/12/28
Germagno;103032;-1;0;0;2020/12/28
Ghiffa;103033;-1;14;5.949999809265137;2020/12/28
Gignese;103034;-1;0;0;2020/12/28
Gravellona Toce;103035;-1;10;1.2799999713897705;2020/12/28
Gurro;103036;-1;0;0;2020/12/28
Intragna;103037;-1;0;0;2020/12/28
Loreglia;103038;-1;1;4.289999961853027;2020/12/28
Macugnaga;103039;-1;1;1.850000023841858;2020/12/28
Madonna del Sasso;103040;-1;0;0;2020/12/28
Malesco;103041;-1;2;1.4500000476837158;2020/12/28
Masera;103042;-1;4;2.7100000381469727;2020/12/28
Massiola;103043;-1;0;0;2020/12/28
Mergozzo;103044;-1;6;2.7699999809265137;2020/12/28
Miazzina;103045;-1;2;5.239999771118164;2020/12/28
Montecrestese;103046;-1;2;1.5700000524520874;2020/12/28
Montescheno;103047;-1;4;10.199999809265137;2020/12/28
Nonio;103048;-1;1;1.159999966621399;2020/12/28
Oggebbio;103049;-1;1;1.149999976158142;2020/12/28
Omegna;103050;-1;38;2.5;2020/12/28
Ornavasso;103051;-1;11;3.200000047683716;2020/12/28
Pallanzeno;103052;-1;3;2.609999895095825;2020/12/28
Piedimulera;103053;-1;2;1.309999942779541;2020/12/28
Pieve Vergonte;103054;-1;7;2.7799999713897705;2020/12/28
Premeno;103055;-1;1;1.3700000047683716;2020/12/28
Premia;103056;-1;0;0;2020/12/28
Premosello-Chiovenda;103057;-1;6;3.0899999141693115;2020/12/28
Quarna Sopra;103058;-1;1;3.9700000286102295;2020/12/28
Quarna Sotto;103059;-1;1;2.5999999046325684;2020/12/28
Re;103060;-1;2;2.7200000286102295;2020/12/28
San Bernardino Verbano;103061;-1;3;2.2799999713897705;2020/12/28
Santa Maria Maggiore;103062;-1;4;3.0999999046325684;2020/12/28
Stresa;103064;-1;6;1.2300000190734863;2020/12/28
Toceno;103065;-1;1;1.3700000047683716;2020/12/28
Trarego Viggiona;103066;-1;0;0;2020/12/28
Trasquera;103067;-1;0;0;2020/12/28
Trontano;103068;-1;8;4.789999961853027;2020/12/28
Valstrona;103069;-1;1;0.8199999928474426;2020/12/28
