Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2021/01/15
Anzola d'Ossola;103002;-1;3;7.369999885559082;2021/01/15
Arizzano;103003;-1;14;6.960000038146973;2021/01/15
Arola;103004;-1;0;0;2021/01/15
Aurano;103005;-1;2;19.420000076293945;2021/01/15
Baceno;103006;-1;10;11.149999618530273;2021/01/15
Bannio Anzino;103007;-1;8;16.739999771118164;2021/01/15
Baveno;103008;-1;17;3.4600000381469727;2021/01/15
Bee;103009;-1;0;0;2021/01/15
Belgirate;103010;-1;2;3.9800000190734863;2021/01/15
Beura-Cardezza;103011;-1;5;3.4100000858306885;2021/01/15
Bognanco;103012;-1;0;0;2021/01/15
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2021/01/15
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2021/01/15
Cambiasca;103015;-1;6;3.700000047683716;2021/01/15
Cannero Riviera;103016;-1;11;12.09000015258789;2021/01/15
Cannobio;103017;-1;44;8.59000015258789;2021/01/15
Caprezzo;103018;-1;0;0;2021/01/15
Casale Corte Cerro;103019;-1;14;4.039999961853027;2021/01/15
Ceppo Morelli;103021;-1;1;3.369999885559082;2021/01/15
Cesara;103022;-1;3;5.050000190734863;2021/01/15
Cossogno;103023;-1;17;25.040000915527344;2021/01/15
Craveggia;103024;-1;1;1.309999942779541;2021/01/15
Crevoladossola;103025;-1;17;3.700000047683716;2021/01/15
Crodo;103026;-1;2;1.4299999475479126;2021/01/15
Domodossola;103028;-1;59;3.25;2021/01/15
Druogno;103029;-1;2;1.8799999952316284;2021/01/15
Formazza;103031;-1;1;2.259999990463257;2021/01/15
Germagno;103032;-1;1;5.260000228881836;2021/01/15
Ghiffa;103033;-1;6;2.549999952316284;2021/01/15
Gignese;103034;-1;1;0.949999988079071;2021/01/15
Gravellona Toce;103035;-1;25;3.200000047683716;2021/01/15
Gurro;103036;-1;0;0;2021/01/15
Intragna;103037;-1;0;0;2021/01/15
Loreglia;103038;-1;13;55.790000915527344;2021/01/15
Macugnaga;103039;-1;0;0;2021/01/15
Madonna del Sasso;103040;-1;0;0;2021/01/15
Malesco;103041;-1;2;1.4500000476837158;2021/01/15
Masera;103042;-1;6;4.059999942779541;2021/01/15
Massiola;103043;-1;1;7.940000057220459;2021/01/15
Mergozzo;103044;-1;12;5.539999961853027;2021/01/15
Miazzina;103045;-1;13;34.029998779296875;2021/01/15
Montecrestese;103046;-1;5;3.930000066757202;2021/01/15
Montescheno;103047;-1;1;2.549999952316284;2021/01/15
Nonio;103048;-1;5;5.809999942779541;2021/01/15
Oggebbio;103049;-1;1;1.149999976158142;2021/01/15
Omegna;103050;-1;88;5.789999961853027;2021/01/15
Ornavasso;103051;-1;10;2.9100000858306885;2021/01/15
Pallanzeno;103052;-1;3;2.609999895095825;2021/01/15
Piedimulera;103053;-1;8;5.260000228881836;2021/01/15
Pieve Vergonte;103054;-1;10;3.9700000286102295;2021/01/15
Premeno;103055;-1;8;10.960000038146973;2021/01/15
Premia;103056;-1;1;1.809999942779541;2021/01/15
Premosello-Chiovenda;103057;-1;6;3.0899999141693115;2021/01/15
Quarna Sopra;103058;-1;1;3.9700000286102295;2021/01/15
Quarna Sotto;103059;-1;0;0;2021/01/15
Re;103060;-1;2;2.7200000286102295;2021/01/15
San Bernardino Verbano;103061;-1;5;3.7899999618530273;2021/01/15
Santa Maria Maggiore;103062;-1;0;0;2021/01/15
Stresa;103064;-1;17;3.490000009536743;2021/01/15
Toceno;103065;-1;1;1.3700000047683716;2021/01/15
Trarego Viggiona;103066;-1;0;0;2021/01/15
Trasquera;103067;-1;0;0;2021/01/15
Trontano;103068;-1;5;3;2021/01/15
Valstrona;103069;-1;6;4.929999828338623;2021/01/15
Vanzone con San Carlo;103070;-1;2;5.239999771118164;2021/01/15
Varzo;103071;-1;3;1.4900000095367432;2021/01/15
Verbania;103072;-1;183;6;2021/01/15
Vignone;103074;-1;6;5.019999980926514;2021/01/15
Villadossola;103075;-1;17;2.609999895095825;2021/01/15
Villette;103076;-1;1;3.5999999046325684;2021/01/15
Vogogna;103077;-1;4;2.2799999713897705;2021/01/15
Borgomezzavalle;103078;-1;1;3.1700000762939453;2021/01/15
Valle Cannobina;103079;-1;3;6.190000057220459;2021/01/15
Valdilana;096088;-1;15;1.3899999856948853;2021/01/15
Quaregna Cerreto;096087;-1;4;1.9600000381469727;2021/01/15
Campiglia Cervo;096086;-1;2;3.9800000190734863;2021/01/15
Lessona;096085;-1;7;2.569999933242798;2021/01/15
Zumaglia;096083;-1;2;1.9600000381469727;2021/01/15
Zubiena;096082;-1;0;0;2021/01/15
Zimone;096081;-1;3;7.519999980926514;2021/01/15
Viverone;096080;-1;3;2.130000114440918;2021/01/15
Villanova Biellese;096079;-1;0;0;2021/01/15
Villa del Bosco;096078;-1;3;8.960000038146973;2021/01/15
Vigliano Biellese;096077;-1;28;3.6500000953674316;2021/01/15
Verrone;096076;-1;2;1.600000023841858;2021/01/15
Veglio;096075;-1;1;2.0999999046325684;2021/01/15
Valle San Nicolao;096074;-1;0;0;2021/01/15
Vallanzengo;096072;-1;0;0;2021/01/15
Valdengo;096071;-1;4;1.6299999952316284;2021/01/15
Torrazzo;096069;-1;0;0;2021/01/15
Tollegno;096068;-1;7;2.859999895095825;2021/01/15
Ternengo;096067;-1;0;0;2021/01/15
Tavigliano;096066;-1;8;8.630000114440918;2021/01/15
Strona;096065;-1;2;1.8700000047683716;2021/01/15
Sostegno;096064;-1;1;1.2999999523162842;2021/01/15
Sordevolo;096063;-1;3;2.240000009536743;2021/01/15
Sandigliano;096059;-1;8;3;2021/01/15
Salussola;096058;-1;3;1.559999942779541;2021/01/15
Sala Biellese;096057;-1;0;0;2021/01/15
Sagliano Micca;096056;-1;11;6.849999904632568;2021/01/15
Rosazza;096055;-1;0;0;2021/01/15
Roppolo;096054;-1;2;2.2699999809265137;2021/01/15
Ronco Biellese;096053;-1;5;3.309999942779541;2021/01/15
Pray;096050;-1;12;5.679999828338623;2021/01/15
Pralungo;096049;-1;21;8.859999656677246;2021/01/15
Portula;096048;-1;5;4.190000057220459;2021/01/15
Ponderano;096047;-1;4;1.059999942779541;2021/01/15
Pollone;096046;-1;2;0.949999988079071;2021/01/15
Piedicavallo;096044;-1;0;0;2021/01/15
Piatto;096043;-1;1;1.9800000190734863;2021/01/15
Pettinengo;096042;-1;1;0.6600000262260437;2021/01/15
Occhieppo Superiore;096041;-1;8;2.9700000286102295;2021/01/15
Occhieppo Inferiore;096040;-1;6;1.5399999618530273;2021/01/15
Netro;096039;-1;0;0;2021/01/15
Muzzano;096038;-1;0;0;2021/01/15
Mottalciata;096037;-1;2;1.4800000190734863;2021/01/15
Mongrando;096035;-1;9;2.369999885559082;2021/01/15
Miagliano;096034;-1;0;0;2021/01/15
Mezzana Mortigliengo;096033;-1;1;2;2021/01/15
Masserano;096032;-1;0;0;2021/01/15
Massazza;096031;-1;4;7.179999828338623;2021/01/15
Magnano;096030;-1;0;0;2021/01/15
Graglia;096028;-1;4;2.640000104904175;2021/01/15
Gifflenga;096027;-1;0;0;2021/01/15
Gaglianico;096026;-1;12;3.2100000381469727;2021/01/15
Dorzano;096025;-1;0;0;2021/01/15
Donato;096024;-1;0;0;2021/01/15
Curino;096023;-1;0;0;2021/01/15
Crevacuore;096021;-1;14;9.350000381469727;2021/01/15
Cossato;096020;-1;31;2.130000114440918;2021/01/15
Coggiola;096019;-1;8;4.440000057220459;2021/01/15
Cerrione;096018;-1;10;3.4700000286102295;2021/01/15
Cavaglià;096016;-1;10;2.759999990463257;2021/01/15
Castelletto Cervo;096015;-1;0;0;2021/01/15
Casapinta;096014;-1;4;9.550000190734863;2021/01/15
Caprile;096013;-1;7;36.84000015258789;2021/01/15
Candelo;096012;-1;20;2.6600000858306885;2021/01/15
Camburzano;096010;-1;2;1.7300000190734863;2021/01/15
Camandona;096009;-1;1;2.869999885559082;2021/01/15
Callabiana;096008;-1;0;0;2021/01/15
Brusnengo;096007;-1;5;2.4800000190734863;2021/01/15
Borriana;096006;-1;3;3.430000066757202;2021/01/15
Bioglio;096005;-1;4;4.510000228881836;2021/01/15
Biella;096004;-1;148;3.359999895095825;2021/01/15
Benna;096003;-1;1;0.8500000238418579;2021/01/15
Andorno Micca;096002;-1;32;10.079999923706055;2021/01/15
Ailoche;096001;-1;2;6.119999885559082;2021/01/15
Lu e Cuccaro Monferrato;006193;-1;2;1.4199999570846558;2021/01/15
Alluvioni Piovera;006192;-1;7;4.03000020980835;2021/01/15
Cassano Spinola;006191;-1;8;4.429999828338623;2021/01/15
Voltaggio;006190;-1;0;0;2021/01/15
Volpeglino;006189;-1;0;0;2021/01/15
Volpedo;006188;-1;1;0.8399999737739563;2021/01/15
Visone;006187;-1;2;1.6200000047683716;2021/01/15
Villaromagnano;006186;-1;2;2.990000009536743;2021/01/15
Villanova Monferrato;006185;-1;1;0.5400000214576721;2021/01/15
Villamiroglio;006184;-1;2;6.539999961853027;2021/01/15
Villalvernia;006183;-1;4;4.480000019073486;2021/01/15
Villadeati;006182;-1;3;6.159999847412109;2021/01/15
Viguzzolo;006181;-1;17;5.489999771118164;2021/01/15
Vignole Borbera;006180;-1;5;2.4200000762939453;2021/01/15
Vignale Monferrato;006179;-1;3;3.059999942779541;2021/01/15
Valmacca;006178;-1;5;4.980000019073486;2021/01/15
Valenza;006177;-1;45;2.4100000858306885;2021/01/15
Trisobbio;006176;-1;5;7.360000133514404;2021/01/15
Treville;006175;-1;1;3.569999933242798;2021/01/15
Tortona;006174;-1;76;2.7799999713897705;2021/01/15
Ticineto;006173;-1;2;1.5;2021/01/15
Terzo;006172;-1;2;2.3499999046325684;2021/01/15
Terruggia;006171;-1;0;0;2021/01/15
Tassarolo;006170;-1;5;7.960000038146973;2021/01/15
Tagliolo Monferrato;006169;-1;10;6.489999771118164;2021/01/15
Strevi;006168;-1;12;6.150000095367432;2021/01/15
Stazzano;006167;-1;8;3.3399999141693115;2021/01/15
Spineto Scrivia;006166;-1;0;0;2021/01/15
Spigno Monferrato;006165;-1;2;1.9900000095367432;2021/01/15
Solonghello;006164;-1;0;0;2021/01/15
Solero;006163;-1;0;0;2021/01/15
Silvano d'Orba;006162;-1;0;0;2021/01/15
Sezzadio;006161;-1;1;0.800000011920929;2021/01/15
Serravalle Scrivia;006160;-1;15;2.490000009536743;2021/01/15
Serralunga di Crea;006159;-1;0;0;2021/01/15
Sarezzano;006158;-1;4;3.4100000858306885;2021/01/15
Sardigliano;006157;-1;0;0;2021/01/15
Sant'Agata Fossili;006156;-1;1;2.5;2021/01/15
San Sebastiano Curone;006155;-1;0;0;2021/01/15
San Salvatore Monferrato;006154;-1;7;1.659999966621399;2021/01/15
San Giorgio Monferrato;006153;-1;1;0.8199999928474426;2021/01/15
San Cristoforo;006152;-1;1;1.7200000286102295;2021/01/15
Sale;006151;-1;12;2.9700000286102295;2021/01/15
Sala Monferrato;006150;-1;0;0;2021/01/15
Rosignano Monferrato;006149;-1;9;5.960000038146973;2021/01/15
Rocchetta Ligure;006148;-1;1;4.71999979019165;2021/01/15
Rocca Grimalda;006147;-1;1;0.6800000071525574;2021/01/15
Roccaforte Ligure;006146;-1;0;0;2021/01/15
Rivarone;006145;-1;2;4.900000095367432;2021/01/15
Rivalta Bormida;006144;-1;3;2.140000104904175;2021/01/15
Ricaldone;006143;-1;0;0;2021/01/15
Quattordio;006142;-1;2;1.2599999904632568;2021/01/15
Quargnento;006141;-1;7;4.96999979019165;2021/01/15
Predosa;006140;-1;3;1.5199999809265137;2021/01/15
Prasco;006139;-1;0;0;2021/01/15
Pozzolo Formigaro;006138;-1;9;1.9299999475479126;2021/01/15
Pozzol Groppo;006137;-1;2;6.869999885559082;2021/01/15
Ponzone;006136;-1;0;0;2021/01/15
Ponzano Monferrato;006135;-1;2;5.929999828338623;2021/01/15
Ponti;006134;-1;4;7.039999961853027;2021/01/15
Pontestura;006133;-1;3;2.109999895095825;2021/01/15
Pontecurone;006132;-1;3;0.8500000238418579;2021/01/15
Pomaro Monferrato;006131;-1;0;0;2021/01/15
Pietra Marazzi;006129;-1;0;0;2021/01/15
Pecetto di Valenza;006128;-1;0;0;2021/01/15
Pasturana;006127;-1;5;3.9200000762939453;2021/01/15
Parodi Ligure;006126;-1;1;1.5399999618530273;2021/01/15
Pareto;006125;-1;0;0;2021/01/15
Paderna;006124;-1;1;5.289999961853027;2021/01/15
Ozzano Monferrato;006123;-1;7;4.989999771118164;2021/01/15
Oviglio;006122;-1;1;0.8100000023841858;2021/01/15
Ovada;006121;-1;17;1.5;2021/01/15
Ottiglio;006120;-1;3;4.889999866485596;2021/01/15
Orsara Bormida;006119;-1;4;9.949999809265137;2021/01/15
Olivola;006118;-1;1;8.850000381469727;2021/01/15
Odalengo Piccolo;006117;-1;1;3.9200000762939453;2021/01/15
Odalengo Grande;006116;-1;2;4.730000019073486;2021/01/15
Occimiano;006115;-1;16;12.420000076293945;2021/01/15
Novi Ligure;006114;-1;71;2.509999990463257;2021/01/15
Murisengo;006113;-1;1;0.7300000190734863;2021/01/15
Morsasco;006112;-1;4;6.360000133514404;2021/01/15
Mornese;006111;-1;4;5.550000190734863;2021/01/15
Morbello;006110;-1;0;0;2021/01/15
Morano sul Po;006109;-1;4;2.880000114440918;2021/01/15
Montemarzino;006108;-1;0;0;2021/01/15
Montegioco;006107;-1;0;0;2021/01/15
Montechiaro d'Acqui;006106;-1;3;5.590000152587891;2021/01/15
Montecastello;006105;-1;0;0;2021/01/15
Montaldo Bormida;006104;-1;2;3.140000104904175;2021/01/15
Montaldeo;006103;-1;0;0;2021/01/15
Montacuto;006102;-1;1;3.9700000286102295;2021/01/15
Monleale;006101;-1;2;3.5299999713897705;2021/01/15
Mongiardino Ligure;006100;-1;0;0;2021/01/15
Moncestino;006099;-1;0;0;2021/01/15
Momperone;006098;-1;0;0;2021/01/15
Mombello Monferrato;006097;-1;1;0.9900000095367432;2021/01/15
Molino dei Torti;006096;-1;2;3.4100000858306885;2021/01/15
Molare;006095;-1;5;2.4200000762939453;2021/01/15
Mirabello Monferrato;006094;-1;4;3.059999942779541;2021/01/15
Merana;006093;-1;0;0;2021/01/15
Melazzo;006092;-1;3;2.319999933242798;2021/01/15
Masio;006091;-1;1;0.7300000190734863;2021/01/15
Malvicino;006090;-1;0;0;2021/01/15
Lerma;006088;-1;0;0;2021/01/15
Isola Sant'Antonio;006087;-1;0;0;2021/01/15
Guazzora;006086;-1;0;0;2021/01/15
Grondona;006085;-1;6;12.270000457763672;2021/01/15
Grognardo;006084;-1;0;0;2021/01/15
Gremiasco;006083;-1;1;3.1500000953674316;2021/01/15
Giarole;006082;-1;0;0;2021/01/15
Gavi;006081;-1;23;5.119999885559082;2021/01/15
Garbagna;006079;-1;1;1.5099999904632568;2021/01/15
Gamalero;006078;-1;7;8.470000267028809;2021/01/15
Gabiano;006077;-1;5;4.570000171661377;2021/01/15
Fubine Monferrato;006076;-1;14;8.729999542236328;2021/01/15
Frugarolo;006075;-1;12;6.150000095367432;2021/01/15
Fresonara;006074;-1;0;0;2021/01/15
Frassineto Po;006073;-1;1;0.7200000286102295;2021/01/15
Frassinello Monferrato;006072;-1;15;30;2021/01/15
Frascaro;006071;-1;2;4.630000114440918;2021/01/15
Francavilla Bisio;006070;-1;4;7.920000076293945;2021/01/15
Fraconalto;006069;-1;1;3.1500000953674316;2021/01/15
Felizzano;006068;-1;3;1.3300000429153442;2021/01/15
Fabbrica Curone;006067;-1;0;0;2021/01/15
Dernice;006066;-1;0;0;2021/01/15
Denice;006065;-1;0;0;2021/01/15
Cremolino;006063;-1;2;1.8700000047683716;2021/01/15
Costa Vescovato;006062;-1;1;3.059999942779541;2021/01/15
Conzano;006061;-1;1;1.0399999618530273;2021/01/15
Coniolo;006060;-1;3;6.619999885559082;2021/01/15
