Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;2;4.769999980926514;2020/12/22
Anzola d'Ossola;103002;-1;2;4.909999847412109;2020/12/22
Arizzano;103003;-1;10;4.96999979019165;2020/12/22
Arola;103004;-1;0;0;2020/12/22
Aurano;103005;-1;0;0;2020/12/22
Baceno;103006;-1;3;3.3399999141693115;2020/12/22
Bannio Anzino;103007;-1;2;4.179999828338623;2020/12/22
Baveno;103008;-1;18;3.6600000858306885;2020/12/22
Bee;103009;-1;3;3.9700000286102295;2020/12/22
Belgirate;103010;-1;0;0;2020/12/22
Beura-Cardezza;103011;-1;3;2.0399999618530273;2020/12/22
Bognanco;103012;-1;2;10.640000343322754;2020/12/22
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2020/12/22
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/12/22
Cambiasca;103015;-1;4;2.4600000381469727;2020/12/22
Cannero Riviera;103016;-1;0;0;2020/12/22
Cannobio;103017;-1;20;3.9100000858306885;2020/12/22
Caprezzo;103018;-1;1;5.920000076293945;2020/12/22
Casale Corte Cerro;103019;-1;20;5.769999980926514;2020/12/22
Ceppo Morelli;103021;-1;0;0;2020/12/22
Cesara;103022;-1;2;3.369999885559082;2020/12/22
Cossogno;103023;-1;0;0;2020/12/22
Craveggia;103024;-1;1;1.309999942779541;2020/12/22
Crevoladossola;103025;-1;16;3.4800000190734863;2020/12/22
Crodo;103026;-1;4;2.859999895095825;2020/12/22
Domodossola;103028;-1;84;4.630000114440918;2020/12/22
Druogno;103029;-1;9;8.460000038146973;2020/12/22
Formazza;103031;-1;0;0;2020/12/22
Germagno;103032;-1;2;10.529999732971191;2020/12/22
Ghiffa;103033;-1;9;3.819999933242798;2020/12/22
Gignese;103034;-1;0;0;2020/12/22
Gravellona Toce;103035;-1;18;2.309999942779541;2020/12/22
Gurro;103036;-1;0;0;2020/12/22
Intragna;103037;-1;0;0;2020/12/22
Loreglia;103038;-1;2;8.579999923706055;2020/12/22
Macugnaga;103039;-1;0;0;2020/12/22
Madonna del Sasso;103040;-1;0;0;2020/12/22
Malesco;103041;-1;2;1.4500000476837158;2020/12/22
Masera;103042;-1;4;2.7100000381469727;2020/12/22
Massiola;103043;-1;0;0;2020/12/22
Mergozzo;103044;-1;9;4.159999847412109;2020/12/22
Miazzina;103045;-1;1;2.619999885559082;2020/12/22
Montecrestese;103046;-1;2;1.5700000524520874;2020/12/22
Montescheno;103047;-1;3;7.650000095367432;2020/12/22
Nonio;103048;-1;0;0;2020/12/22
Oggebbio;103049;-1;3;3.440000057220459;2020/12/22
Omegna;103050;-1;51;3.359999895095825;2020/12/22
Ornavasso;103051;-1;16;4.659999847412109;2020/12/22
Pallanzeno;103052;-1;2;1.7400000095367432;2020/12/22
Piedimulera;103053;-1;2;1.309999942779541;2020/12/22
Pieve Vergonte;103054;-1;8;3.180000066757202;2020/12/22
Premeno;103055;-1;1;1.3700000047683716;2020/12/22
Premia;103056;-1;0;0;2020/12/22
Premosello-Chiovenda;103057;-1;6;3.0899999141693115;2020/12/22
Quarna Sopra;103058;-1;1;3.9700000286102295;2020/12/22
Quarna Sotto;103059;-1;1;2.5999999046325684;2020/12/22
Re;103060;-1;4;5.429999828338623;2020/12/22
San Bernardino Verbano;103061;-1;2;1.5199999809265137;2020/12/22
Santa Maria Maggiore;103062;-1;4;3.0999999046325684;2020/12/22
Stresa;103064;-1;4;0.8199999928474426;2020/12/22
Toceno;103065;-1;1;1.3700000047683716;2020/12/22
