Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;3;7.159999847412109;2020/12/16
Anzola d'Ossola;103002;-1;3;7.369999885559082;2020/12/16
Arizzano;103003;-1;9;4.46999979019165;2020/12/16
Arola;103004;-1;0;0;2020/12/16
Aurano;103005;-1;0;0;2020/12/16
Baceno;103006;-1;13;14.489999771118164;2020/12/16
Bannio Anzino;103007;-1;1;2.0899999141693115;2020/12/16
Baveno;103008;-1;26;5.289999961853027;2020/12/16
Bee;103009;-1;5;6.619999885559082;2020/12/16
Belgirate;103010;-1;1;1.9900000095367432;2020/12/16
Beura-Cardezza;103011;-1;5;3.4100000858306885;2020/12/16
Bognanco;103012;-1;2;10.640000343322754;2020/12/16
Brovello-Carpugnino;103013;-1;1;1.409999966621399;2020/12/16
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/12/16
Cambiasca;103015;-1;5;3.0799999237060547;2020/12/16
Cannero Riviera;103016;-1;2;2.200000047683716;2020/12/16
Cannobio;103017;-1;10;1.9500000476837158;2020/12/16
Caprezzo;103018;-1;1;5.920000076293945;2020/12/16
Casale Corte Cerro;103019;-1;24;6.920000076293945;2020/12/16
Ceppo Morelli;103021;-1;0;0;2020/12/16
Cesara;103022;-1;2;3.369999885559082;2020/12/16
Cossogno;103023;-1;2;2.950000047683716;2020/12/16
Craveggia;103024;-1;1;1.309999942779541;2020/12/16
Crevoladossola;103025;-1;18;3.9100000858306885;2020/12/16
Crodo;103026;-1;7;5.010000228881836;2020/12/16
Domodossola;103028;-1;112;6.170000076293945;2020/12/16
Druogno;103029;-1;10;9.399999618530273;2020/12/16
Formazza;103031;-1;0;0;2020/12/16
Germagno;103032;-1;3;15.789999961853027;2020/12/16
Ghiffa;103033;-1;4;1.7000000476837158;2020/12/16
Gignese;103034;-1;0;0;2020/12/16
Gravellona Toce;103035;-1;18;2.309999942779541;2020/12/16
Gurro;103036;-1;0;0;2020/12/16
Intragna;103037;-1;0;0;2020/12/16
Loreglia;103038;-1;2;8.579999923706055;2020/12/16
Macugnaga;103039;-1;0;0;2020/12/16
Madonna del Sasso;103040;-1;0;0;2020/12/16
Malesco;103041;-1;3;2.180000066757202;2020/12/16
Masera;103042;-1;5;3.380000114440918;2020/12/16
Massiola;103043;-1;0;0;2020/12/16
Mergozzo;103044;-1;12;5.539999961853027;2020/12/16
Miazzina;103045;-1;0;0;2020/12/16
Montecrestese;103046;-1;4;3.140000104904175;2020/12/16
Montescheno;103047;-1;2;5.099999904632568;2020/12/16
Nonio;103048;-1;0;0;2020/12/16
Oggebbio;103049;-1;4;4.579999923706055;2020/12/16
Omegna;103050;-1;70;4.610000133514404;2020/12/16
Ornavasso;103051;-1;17;4.949999809265137;2020/12/16
Pallanzeno;103052;-1;4;3.4800000190734863;2020/12/16
Piedimulera;103053;-1;4;2.630000114440918;2020/12/16
Pieve Vergonte;103054;-1;5;1.9900000095367432;2020/12/16
Premeno;103055;-1;1;1.3700000047683716;2020/12/16
Premia;103056;-1;1;1.809999942779541;2020/12/16
Premosello-Chiovenda;103057;-1;15;7.730000019073486;2020/12/16
Quarna Sopra;103058;-1;3;11.899999618530273;2020/12/16
Quarna Sotto;103059;-1;0;0;2020/12/16
Re;103060;-1;8;10.869999885559082;2020/12/16
San Bernardino Verbano;103061;-1;2;1.5199999809265137;2020/12/16
Santa Maria Maggiore;103062;-1;5;3.869999885559082;2020/12/16
Stresa;103064;-1;8;1.6399999856948853;2020/12/16
Toceno;103065;-1;1;1.3700000047683716;2020/12/16
Trarego Viggiona;103066;-1;0;0;2020/12/16
Trasquera;103067;-1;0;0;2020/12/16
Trontano;103068;-1;16;9.59000015258789;2020/12/16
Valstrona;103069;-1;3;2.4700000286102295;2020/12/16
Vanzone con San Carlo;103070;-1;0;0;2020/12/16
Varzo;103071;-1;9;4.460000038146973;2020/12/16
Verbania;103072;-1;193;6.329999923706055;2020/12/16
Vignone;103074;-1;6;5.019999980926514;2020/12/16
Villadossola;103075;-1;33;5.059999942779541;2020/12/16
Villette;103076;-1;1;3.5999999046325684;2020/12/16
Vogogna;103077;-1;6;3.4200000762939453;2020/12/16
Borgomezzavalle;103078;-1;0;0;2020/12/16
Valle Cannobina;103079;-1;0;0;2020/12/16
Valdilana;096088;-1;39;3.5999999046325684;2020/12/16
Quaregna Cerreto;096087;-1;2;0.9800000190734863;2020/12/16
Campiglia Cervo;096086;-1;0;0;2020/12/16
Lessona;096085;-1;15;5.510000228881836;2020/12/16
Zumaglia;096083;-1;2;1.9600000381469727;2020/12/16
Zubiena;096082;-1;4;3.4800000190734863;2020/12/16
Zimone;096081;-1;1;2.509999990463257;2020/12/16
Viverone;096080;-1;6;4.25;2020/12/16
Villanova Biellese;096079;-1;0;0;2020/12/16
Villa del Bosco;096078;-1;12;35.81999969482422;2020/12/16
Vigliano Biellese;096077;-1;25;3.259999990463257;2020/12/16
Verrone;096076;-1;4;3.2100000381469727;2020/12/16
Veglio;096075;-1;0;0;2020/12/16
Valle San Nicolao;096074;-1;2;2.0999999046325684;2020/12/16
Vallanzengo;096072;-1;0;0;2020/12/16
Valdengo;096071;-1;5;2.0299999713897705;2020/12/16
Torrazzo;096069;-1;0;0;2020/12/16
Tollegno;096068;-1;26;10.630000114440918;2020/12/16
Ternengo;096067;-1;1;3.569999933242798;2020/12/16
Tavigliano;096066;-1;5;5.389999866485596;2020/12/16
Strona;096065;-1;2;1.8700000047683716;2020/12/16
Sostegno;096064;-1;1;1.2999999523162842;2020/12/16
Sordevolo;096063;-1;3;2.240000009536743;2020/12/16
Sandigliano;096059;-1;8;3;2020/12/16
Salussola;096058;-1;19;9.880000114440918;2020/12/16
Sala Biellese;096057;-1;3;5.070000171661377;2020/12/16
Sagliano Micca;096056;-1;6;3.740000009536743;2020/12/16
Rosazza;096055;-1;0;0;2020/12/16
Roppolo;096054;-1;3;3.4100000858306885;2020/12/16
Ronco Biellese;096053;-1;7;4.639999866485596;2020/12/16
Pray;096050;-1;10;4.730000019073486;2020/12/16
Pralungo;096049;-1;15;6.329999923706055;2020/12/16
Portula;096048;-1;6;5.03000020980835;2020/12/16
Ponderano;096047;-1;18;4.760000228881836;2020/12/16
Pollone;096046;-1;8;3.7899999618530273;2020/12/16
Piedicavallo;096044;-1;0;0;2020/12/16
Piatto;096043;-1;2;3.9700000286102295;2020/12/16
Pettinengo;096042;-1;5;3.2899999618530273;2020/12/16
Occhieppo Superiore;096041;-1;5;1.8600000143051147;2020/12/16
Occhieppo Inferiore;096040;-1;12;3.0799999237060547;2020/12/16
Netro;096039;-1;3;3.0899999141693115;2020/12/16
Muzzano;096038;-1;1;1.659999966621399;2020/12/16
Mottalciata;096037;-1;3;2.2200000286102295;2020/12/16
Mongrando;096035;-1;12;3.1600000858306885;2020/12/16
Miagliano;096034;-1;10;17.510000228881836;2020/12/16
Mezzana Mortigliengo;096033;-1;2;3.990000009536743;2020/12/16
Masserano;096032;-1;15;7.159999847412109;2020/12/16
Massazza;096031;-1;0;0;2020/12/16
Magnano;096030;-1;9;22.84000015258789;2020/12/16
Graglia;096028;-1;0;0;2020/12/16
Gifflenga;096027;-1;0;0;2020/12/16
Gaglianico;096026;-1;10;2.680000066757202;2020/12/16
Dorzano;096025;-1;3;5.650000095367432;2020/12/16
Donato;096024;-1;2;2.7799999713897705;2020/12/16
Curino;096023;-1;0;0;2020/12/16
Crevacuore;096021;-1;19;12.680000305175781;2020/12/16
Cossato;096020;-1;48;3.299999952316284;2020/12/16
Coggiola;096019;-1;17;9.4399995803833;2020/12/16
Cerrione;096018;-1;8;2.7799999713897705;2020/12/16
Cavaglià;096016;-1;31;8.550000190734863;2020/12/16
Castelletto Cervo;096015;-1;5;6.099999904632568;2020/12/16
Casapinta;096014;-1;1;2.390000104904175;2020/12/16
Caprile;096013;-1;1;5.260000228881836;2020/12/16
Candelo;096012;-1;26;3.4600000381469727;2020/12/16
Camburzano;096010;-1;11;9.529999732971191;2020/12/16
Camandona;096009;-1;1;2.869999885559082;2020/12/16
Callabiana;096008;-1;1;7.519999980926514;2020/12/16
Brusnengo;096007;-1;6;2.9700000286102295;2020/12/16
Borriana;096006;-1;1;1.1399999856948853;2020/12/16
Bioglio;096005;-1;6;6.769999980926514;2020/12/16
Biella;096004;-1;185;4.210000038146973;2020/12/16
Benna;096003;-1;6;5.119999885559082;2020/12/16
Andorno Micca;096002;-1;18;5.670000076293945;2020/12/16
Ailoche;096001;-1;2;6.119999885559082;2020/12/16
Lu e Cuccaro Monferrato;006193;-1;1;0.7099999785423279;2020/12/16
Alluvioni Piovera;006192;-1;15;8.630000114440918;2020/12/16
Cassano Spinola;006191;-1;3;1.659999966621399;2020/12/16
Voltaggio;006190;-1;2;2.819999933242798;2020/12/16
Volpeglino;006189;-1;0;0;2020/12/16
Volpedo;006188;-1;4;3.359999895095825;2020/12/16
Visone;006187;-1;8;6.46999979019165;2020/12/16
Villaromagnano;006186;-1;2;2.990000009536743;2020/12/16
Villanova Monferrato;006185;-1;8;4.300000190734863;2020/12/16
Villamiroglio;006184;-1;0;0;2020/12/16
Villalvernia;006183;-1;2;2.240000009536743;2020/12/16
Villadeati;006182;-1;0;0;2020/12/16
Viguzzolo;006181;-1;7;2.259999990463257;2020/12/16
Vignole Borbera;006180;-1;9;4.349999904632568;2020/12/16
Vignale Monferrato;006179;-1;1;1.0199999809265137;2020/12/16
Valmacca;006178;-1;7;6.96999979019165;2020/12/16
Valenza;006177;-1;70;3.759999990463257;2020/12/16
Trisobbio;006176;-1;1;1.4700000286102295;2020/12/16
Treville;006175;-1;1;3.569999933242798;2020/12/16
Tortona;006174;-1;75;2.75;2020/12/16
Ticineto;006173;-1;8;6;2020/12/16
Terzo;006172;-1;1;1.1799999475479126;2020/12/16
Terruggia;006171;-1;3;3.2300000190734863;2020/12/16
Tassarolo;006170;-1;4;6.369999885559082;2020/12/16
Tagliolo Monferrato;006169;-1;8;5.190000057220459;2020/12/16
Strevi;006168;-1;11;5.639999866485596;2020/12/16
Stazzano;006167;-1;10;4.179999828338623;2020/12/16
Spineto Scrivia;006166;-1;1;2.7200000286102295;2020/12/16
Spigno Monferrato;006165;-1;4;3.9700000286102295;2020/12/16
Solonghello;006164;-1;0;0;2020/12/16
Solero;006163;-1;7;4.199999809265137;2020/12/16
Silvano d'Orba;006162;-1;10;5.170000076293945;2020/12/16
Sezzadio;006161;-1;5;3.9800000190734863;2020/12/16
Serravalle Scrivia;006160;-1;13;2.1600000858306885;2020/12/16
Serralunga di Crea;006159;-1;2;3.740000009536743;2020/12/16
Sarezzano;006158;-1;2;1.7100000381469727;2020/12/16
Sardigliano;006157;-1;0;0;2020/12/16
Sant'Agata Fossili;006156;-1;0;0;2020/12/16
San Sebastiano Curone;006155;-1;22;37.7400016784668;2020/12/16
San Salvatore Monferrato;006154;-1;15;3.559999942779541;2020/12/16
San Giorgio Monferrato;006153;-1;3;2.4700000286102295;2020/12/16
San Cristoforo;006152;-1;0;0;2020/12/16
Sale;006151;-1;3;0.7400000095367432;2020/12/16
Sala Monferrato;006150;-1;0;0;2020/12/16
Rosignano Monferrato;006149;-1;7;4.630000114440918;2020/12/16
Rocchetta Ligure;006148;-1;0;0;2020/12/16
Rocca Grimalda;006147;-1;3;2.0399999618530273;2020/12/16
Roccaforte Ligure;006146;-1;0;0;2020/12/16
Rivarone;006145;-1;1;2.450000047683716;2020/12/16
Rivalta Bormida;006144;-1;1;0.7099999785423279;2020/12/16
Ricaldone;006143;-1;1;1.5499999523162842;2020/12/16
Quattordio;006142;-1;8;5.039999961853027;2020/12/16
Quargnento;006141;-1;3;2.130000114440918;2020/12/16
Predosa;006140;-1;4;2.0299999713897705;2020/12/16
Prasco;006139;-1;4;8.130000114440918;2020/12/16
Pozzolo Formigaro;006138;-1;16;3.430000066757202;2020/12/16
Pozzol Groppo;006137;-1;0;0;2020/12/16
Ponzone;006136;-1;3;2.9600000381469727;2020/12/16
Ponzano Monferrato;006135;-1;2;5.929999828338623;2020/12/16
Ponti;006134;-1;0;0;2020/12/16
Pontestura;006133;-1;2;1.409999966621399;2020/12/16
Pontecurone;006132;-1;3;0.8500000238418579;2020/12/16
Pomaro Monferrato;006131;-1;0;0;2020/12/16
Pietra Marazzi;006129;-1;2;2.2200000286102295;2020/12/16
Pecetto di Valenza;006128;-1;2;1.659999966621399;2020/12/16
Pasturana;006127;-1;7;5.489999771118164;2020/12/16
Parodi Ligure;006126;-1;0;0;2020/12/16
Pareto;006125;-1;0;0;2020/12/16
Paderna;006124;-1;0;0;2020/12/16
Ozzano Monferrato;006123;-1;7;4.989999771118164;2020/12/16
Oviglio;006122;-1;9;7.289999961853027;2020/12/16
Ovada;006121;-1;42;3.7200000286102295;2020/12/16
Ottiglio;006120;-1;2;3.259999990463257;2020/12/16
Orsara Bormida;006119;-1;0;0;2020/12/16
Olivola;006118;-1;1;8.850000381469727;2020/12/16
Odalengo Piccolo;006117;-1;1;3.9200000762939453;2020/12/16
Odalengo Grande;006116;-1;0;0;2020/12/16
Occimiano;006115;-1;10;7.760000228881836;2020/12/16
Novi Ligure;006114;-1;150;5.300000190734863;2020/12/16
Murisengo;006113;-1;5;3.6700000762939453;2020/12/16
Morsasco;006112;-1;4;6.360000133514404;2020/12/16
Mornese;006111;-1;3;4.159999847412109;2020/12/16
Morbello;006110;-1;1;2.369999885559082;2020/12/16
Morano sul Po;006109;-1;11;7.909999847412109;2020/12/16
Montemarzino;006108;-1;1;3.319999933242798;2020/12/16
Montegioco;006107;-1;0;0;2020/12/16
Montechiaro d'Acqui;006106;-1;0;0;2020/12/16
Montecastello;006105;-1;1;3.2100000381469727;2020/12/16
Montaldo Bormida;006104;-1;3;4.710000038146973;2020/12/16
Montaldeo;006103;-1;0;0;2020/12/16
Montacuto;006102;-1;3;11.899999618530273;2020/12/16
Monleale;006101;-1;0;0;2020/12/16
Mongiardino Ligure;006100;-1;0;0;2020/12/16
Moncestino;006099;-1;0;0;2020/12/16
Momperone;006098;-1;2;9.520000457763672;2020/12/16
Mombello Monferrato;006097;-1;2;1.9800000190734863;2020/12/16
Molino dei Torti;006096;-1;0;0;2020/12/16
Molare;006095;-1;2;0.9700000286102295;2020/12/16
Mirabello Monferrato;006094;-1;5;3.819999933242798;2020/12/16
Merana;006093;-1;2;10.75;2020/12/16
Melazzo;006092;-1;6;4.639999866485596;2020/12/16
Masio;006091;-1;5;3.6700000762939453;2020/12/16
Malvicino;006090;-1;0;0;2020/12/16
Lerma;006088;-1;0;0;2020/12/16
Isola Sant'Antonio;006087;-1;0;0;2020/12/16
Guazzora;006086;-1;0;0;2020/12/16
Grondona;006085;-1;0;0;2020/12/16
Grognardo;006084;-1;0;0;2020/12/16
Gremiasco;006083;-1;1;3.1500000953674316;2020/12/16
Giarole;006082;-1;1;1.4199999570846558;2020/12/16
Gavi;006081;-1;8;1.7799999713897705;2020/12/16
Garbagna;006079;-1;1;1.5099999904632568;2020/12/16
Gamalero;006078;-1;3;3.630000114440918;2020/12/16
Gabiano;006077;-1;2;1.8300000429153442;2020/12/16
Fubine Monferrato;006076;-1;9;5.610000133514404;2020/12/16
