Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;3;7.159999847412109;2020/12/15
Anzola d'Ossola;103002;-1;3;7.369999885559082;2020/12/15
Arizzano;103003;-1;10;4.96999979019165;2020/12/15
Arola;103004;-1;0;0;2020/12/15
Aurano;103005;-1;0;0;2020/12/15
Baceno;103006;-1;13;14.489999771118164;2020/12/15
Bannio Anzino;103007;-1;1;2.0899999141693115;2020/12/15
Baveno;103008;-1;28;5.690000057220459;2020/12/15
Bee;103009;-1;6;7.949999809265137;2020/12/15
Belgirate;103010;-1;1;1.9900000095367432;2020/12/15
Beura-Cardezza;103011;-1;5;3.4100000858306885;2020/12/15
Bognanco;103012;-1;0;0;2020/12/15
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2020/12/15
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/12/15
Cambiasca;103015;-1;4;2.4600000381469727;2020/12/15
Cannero Riviera;103016;-1;1;1.100000023841858;2020/12/15
Cannobio;103017;-1;10;1.9500000476837158;2020/12/15
Caprezzo;103018;-1;1;5.920000076293945;2020/12/15
Casale Corte Cerro;103019;-1;23;6.639999866485596;2020/12/15
Ceppo Morelli;103021;-1;0;0;2020/12/15
Cesara;103022;-1;4;6.730000019073486;2020/12/15
Cossogno;103023;-1;3;4.420000076293945;2020/12/15
Craveggia;103024;-1;1;1.309999942779541;2020/12/15
Crevoladossola;103025;-1;21;4.570000171661377;2020/12/15
Crodo;103026;-1;8;5.71999979019165;2020/12/15
Domodossola;103028;-1;117;6.449999809265137;2020/12/15
Druogno;103029;-1;9;8.460000038146973;2020/12/15
Formazza;103031;-1;0;0;2020/12/15
Germagno;103032;-1;4;21.049999237060547;2020/12/15
Ghiffa;103033;-1;5;2.119999885559082;2020/12/15
Gignese;103034;-1;0;0;2020/12/15
Gravellona Toce;103035;-1;19;2.430000066757202;2020/12/15
Gurro;103036;-1;0;0;2020/12/15
Intragna;103037;-1;0;0;2020/12/15
Loreglia;103038;-1;2;8.579999923706055;2020/12/15
Macugnaga;103039;-1;0;0;2020/12/15
Madonna del Sasso;103040;-1;0;0;2020/12/15
Malesco;103041;-1;3;2.180000066757202;2020/12/15
Masera;103042;-1;5;3.380000114440918;2020/12/15
Massiola;103043;-1;0;0;2020/12/15
Mergozzo;103044;-1;13;6;2020/12/15
Miazzina;103045;-1;0;0;2020/12/15
Montecrestese;103046;-1;5;3.930000066757202;2020/12/15
Montescheno;103047;-1;0;0;2020/12/15
Nonio;103048;-1;0;0;2020/12/15
Oggebbio;103049;-1;3;3.440000057220459;2020/12/15
Omegna;103050;-1;72;4.739999771118164;2020/12/15
Ornavasso;103051;-1;18;5.239999771118164;2020/12/15
Pallanzeno;103052;-1;4;3.4800000190734863;2020/12/15
Piedimulera;103053;-1;6;3.940000057220459;2020/12/15
Pieve Vergonte;103054;-1;7;2.7799999713897705;2020/12/15
Premeno;103055;-1;1;1.3700000047683716;2020/12/15
Premia;103056;-1;1;1.809999942779541;2020/12/15
Premosello-Chiovenda;103057;-1;15;7.730000019073486;2020/12/15
Quarna Sopra;103058;-1;3;11.899999618530273;2020/12/15
Quarna Sotto;103059;-1;0;0;2020/12/15
Re;103060;-1;9;12.229999542236328;2020/12/15
San Bernardino Verbano;103061;-1;2;1.5199999809265137;2020/12/15
Santa Maria Maggiore;103062;-1;5;3.869999885559082;2020/12/15
Stresa;103064;-1;8;1.6399999856948853;2020/12/15
Toceno;103065;-1;1;1.3700000047683716;2020/12/15
Trarego Viggiona;103066;-1;0;0;2020/12/15
Trasquera;103067;-1;0;0;2020/12/15
Trontano;103068;-1;15;8.989999771118164;2020/12/15
Valstrona;103069;-1;2;1.6399999856948853;2020/12/15
Vanzone con San Carlo;103070;-1;0;0;2020/12/15
Varzo;103071;-1;13;6.449999809265137;2020/12/15
Verbania;103072;-1;192;6.289999961853027;2020/12/15
Vignone;103074;-1;7;5.860000133514404;2020/12/15
Villadossola;103075;-1;34;5.210000038146973;2020/12/15
Villette;103076;-1;1;3.5999999046325684;2020/12/15
Vogogna;103077;-1;6;3.4200000762939453;2020/12/15
Borgomezzavalle;103078;-1;0;0;2020/12/15
Valle Cannobina;103079;-1;0;0;2020/12/15
Valdilana;096088;-1;36;3.3299999237060547;2020/12/15
Quaregna Cerreto;096087;-1;2;0.9800000190734863;2020/12/15
Campiglia Cervo;096086;-1;0;0;2020/12/15
Lessona;096085;-1;18;6.610000133514404;2020/12/15
Zumaglia;096083;-1;3;2.940000057220459;2020/12/15
Zubiena;096082;-1;4;3.4800000190734863;2020/12/15
Zimone;096081;-1;1;2.509999990463257;2020/12/15
Viverone;096080;-1;5;3.5399999618530273;2020/12/15
Villanova Biellese;096079;-1;0;0;2020/12/15
Villa del Bosco;096078;-1;12;35.81999969482422;2020/12/15
Vigliano Biellese;096077;-1;26;3.390000104904175;2020/12/15
Verrone;096076;-1;4;3.2100000381469727;2020/12/15
Veglio;096075;-1;0;0;2020/12/15
Valle San Nicolao;096074;-1;2;2.0999999046325684;2020/12/15
Vallanzengo;096072;-1;0;0;2020/12/15
Valdengo;096071;-1;6;2.440000057220459;2020/12/15
Torrazzo;096069;-1;0;0;2020/12/15
Tollegno;096068;-1;24;9.8100004196167;2020/12/15
Ternengo;096067;-1;1;3.569999933242798;2020/12/15
Tavigliano;096066;-1;5;5.389999866485596;2020/12/15
Strona;096065;-1;2;1.8700000047683716;2020/12/15
Sostegno;096064;-1;1;1.2999999523162842;2020/12/15
Sordevolo;096063;-1;3;2.240000009536743;2020/12/15
Sandigliano;096059;-1;8;3;2020/12/15
Salussola;096058;-1;19;9.880000114440918;2020/12/15
Sala Biellese;096057;-1;3;5.070000171661377;2020/12/15
Sagliano Micca;096056;-1;6;3.740000009536743;2020/12/15
Rosazza;096055;-1;0;0;2020/12/15
Roppolo;096054;-1;4;4.550000190734863;2020/12/15
Ronco Biellese;096053;-1;8;5.300000190734863;2020/12/15
Pray;096050;-1;11;5.210000038146973;2020/12/15
Pralungo;096049;-1;15;6.329999923706055;2020/12/15
Portula;096048;-1;6;5.03000020980835;2020/12/15
