Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2021/01/13
Anzola d'Ossola;103002;-1;3;7.369999885559082;2021/01/13
Arizzano;103003;-1;16;7.949999809265137;2021/01/13
Arola;103004;-1;0;0;2021/01/13
Aurano;103005;-1;2;19.420000076293945;2021/01/13
Baceno;103006;-1;10;11.149999618530273;2021/01/13
Bannio Anzino;103007;-1;8;16.739999771118164;2021/01/13
Baveno;103008;-1;16;3.25;2021/01/13
Bee;103009;-1;1;1.3200000524520874;2021/01/13
Belgirate;103010;-1;2;3.9800000190734863;2021/01/13
Beura-Cardezza;103011;-1;7;4.769999980926514;2021/01/13
Bognanco;103012;-1;0;0;2021/01/13
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2021/01/13
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2021/01/13
Cambiasca;103015;-1;6;3.700000047683716;2021/01/13
Cannero Riviera;103016;-1;13;14.289999961853027;2021/01/13
Cannobio;103017;-1;48;9.380000114440918;2021/01/13
Caprezzo;103018;-1;0;0;2021/01/13
Casale Corte Cerro;103019;-1;16;4.619999885559082;2021/01/13
Ceppo Morelli;103021;-1;1;3.369999885559082;2021/01/13
Cesara;103022;-1;3;5.050000190734863;2021/01/13
Cossogno;103023;-1;17;25.040000915527344;2021/01/13
Craveggia;103024;-1;1;1.309999942779541;2021/01/13
Crevoladossola;103025;-1;17;3.700000047683716;2021/01/13
Crodo;103026;-1;2;1.4299999475479126;2021/01/13
Domodossola;103028;-1;63;3.4700000286102295;2021/01/13
Druogno;103029;-1;0;0;2021/01/13
Formazza;103031;-1;2;4.519999980926514;2021/01/13
Germagno;103032;-1;1;5.260000228881836;2021/01/13
Ghiffa;103033;-1;3;1.2699999809265137;2021/01/13
Gignese;103034;-1;1;0.949999988079071;2021/01/13
Gravellona Toce;103035;-1;25;3.200000047683716;2021/01/13
Gurro;103036;-1;0;0;2021/01/13
Intragna;103037;-1;0;0;2021/01/13
