Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2021/01/28
Anzola d'Ossola;103002;-1;0;0;2021/01/28
Arizzano;103003;-1;1;0.5;2021/01/28
Arola;103004;-1;1;4.119999885559082;2021/01/28
Aurano;103005;-1;1;9.710000038146973;2021/01/28
Baceno;103006;-1;15;16.719999313354492;2021/01/28
Bannio Anzino;103007;-1;2;4.179999828338623;2021/01/28
Baveno;103008;-1;19;3.859999895095825;2021/01/28
Bee;103009;-1;3;3.9700000286102295;2021/01/28
Belgirate;103010;-1;1;1.9900000095367432;2021/01/28
Beura-Cardezza;103011;-1;5;3.4100000858306885;2021/01/28
Bognanco;103012;-1;0;0;2021/01/28
Brovello-Carpugnino;103013;-1;1;1.409999966621399;2021/01/28
Calasca-Castiglione;103014;-1;0;0;2021/01/28
Cambiasca;103015;-1;10;6.159999847412109;2021/01/28
Cannero Riviera;103016;-1;0;0;2021/01/28
Cannobio;103017;-1;17;3.319999933242798;2021/01/28
Caprezzo;103018;-1;2;11.829999923706055;2021/01/28
Casale Corte Cerro;103019;-1;15;4.329999923706055;2021/01/28
Ceppo Morelli;103021;-1;0;0;2021/01/28
Cesara;103022;-1;1;1.6799999475479126;2021/01/28
Cossogno;103023;-1;11;16.200000762939453;2021/01/28
Craveggia;103024;-1;0;0;2021/01/28
Crevoladossola;103025;-1;21;4.570000171661377;2021/01/28
Crodo;103026;-1;4;2.859999895095825;2021/01/28
Domodossola;103028;-1;35;1.9299999475479126;2021/01/28
Druogno;103029;-1;3;2.819999933242798;2021/01/28
Formazza;103031;-1;0;0;2021/01/28
Germagno;103032;-1;2;10.529999732971191;2021/01/28
Ghiffa;103033;-1;13;5.519999980926514;2021/01/28
Gignese;103034;-1;0;0;2021/01/28
Gravellona Toce;103035;-1;23;2.950000047683716;2021/01/28
Gurro;103036;-1;0;0;2021/01/28
Intragna;103037;-1;0;0;2021/01/28
Loreglia;103038;-1;4;17.170000076293945;2021/01/28
Macugnaga;103039;-1;0;0;2021/01/28
Madonna del Sasso;103040;-1;0;0;2021/01/28
Malesco;103041;-1;0;0;2021/01/28
Masera;103042;-1;5;3.380000114440918;2021/01/28
Massiola;103043;-1;1;7.940000057220459;2021/01/28
Mergozzo;103044;-1;9;4.159999847412109;2021/01/28
Miazzina;103045;-1;1;2.619999885559082;2021/01/28
Montecrestese;103046;-1;5;3.930000066757202;2021/01/28
Montescheno;103047;-1;0;0;2021/01/28
Nonio;103048;-1;4;4.650000095367432;2021/01/28
Oggebbio;103049;-1;0;0;2021/01/28
Omegna;103050;-1;79;5.199999809265137;2021/01/28
Ornavasso;103051;-1;8;2.3299999237060547;2021/01/28
Pallanzeno;103052;-1;4;3.4800000190734863;2021/01/28
Piedimulera;103053;-1;4;2.630000114440918;2021/01/28
Pieve Vergonte;103054;-1;5;1.9900000095367432;2021/01/28
Premeno;103055;-1;2;2.740000009536743;2021/01/28
Premia;103056;-1;0;0;2021/01/28
Premosello-Chiovenda;103057;-1;11;5.670000076293945;2021/01/28
Quarna Sopra;103058;-1;0;0;2021/01/28
Quarna Sotto;103059;-1;0;0;2021/01/28
Re;103060;-1;0;0;2021/01/28
San Bernardino Verbano;103061;-1;2;1.5199999809265137;2021/01/28
Santa Maria Maggiore;103062;-1;1;0.7699999809265137;2021/01/28
Stresa;103064;-1;9;1.850000023841858;2021/01/28
Toceno;103065;-1;4;5.489999771118164;2021/01/28
Trarego Viggiona;103066;-1;4;9.59000015258789;2021/01/28
Trasquera;103067;-1;0;0;2021/01/28
Trontano;103068;-1;9;5.389999866485596;2021/01/28
Valstrona;103069;-1;9;7.400000095367432;2021/01/28
Vanzone con San Carlo;103070;-1;0;0;2021/01/28
Varzo;103071;-1;4;1.9800000190734863;2021/01/28
Verbania;103072;-1;114;3.740000009536743;2021/01/28
Vignone;103074;-1;2;1.6699999570846558;2021/01/28
Villadossola;103075;-1;13;1.9900000095367432;2021/01/28
Villette;103076;-1;0;0;2021/01/28
Vogogna;103077;-1;2;1.1399999856948853;2021/01/28
Borgomezzavalle;103078;-1;1;3.1700000762939453;2021/01/28
Valle Cannobina;103079;-1;1;2.059999942779541;2021/01/28
Valdilana;096088;-1;14;1.2899999618530273;2021/01/28
Quaregna Cerreto;096087;-1;1;0.49000000953674316;2021/01/28
Campiglia Cervo;096086;-1;2;3.9800000190734863;2021/01/28
Lessona;096085;-1;3;1.100000023841858;2021/01/28
Zumaglia;096083;-1;2;1.9600000381469727;2021/01/28
Zubiena;096082;-1;0;0;2021/01/28
Zimone;096081;-1;2;5.010000228881836;2021/01/28
Viverone;096080;-1;4;2.8299999237060547;2021/01/28
Villanova Biellese;096079;-1;0;0;2021/01/28
Villa del Bosco;096078;-1;1;2.990000009536743;2021/01/28
Vigliano Biellese;096077;-1;14;1.8300000429153442;2021/01/28
Verrone;096076;-1;1;0.800000011920929;2021/01/28
Veglio;096075;-1;0;0;2021/01/28
Valle San Nicolao;096074;-1;0;0;2021/01/28
Vallanzengo;096072;-1;1;4.630000114440918;2021/01/28
Valdengo;096071;-1;4;1.6299999952316284;2021/01/28
Torrazzo;096069;-1;0;0;2021/01/28
Tollegno;096068;-1;4;1.6299999952316284;2021/01/28
Ternengo;096067;-1;0;0;2021/01/28
Tavigliano;096066;-1;4;4.309999942779541;2021/01/28
Strona;096065;-1;0;0;2021/01/28
Sostegno;096064;-1;5;6.5;2021/01/28
Sordevolo;096063;-1;0;0;2021/01/28
Sandigliano;096059;-1;3;1.1200000047683716;2021/01/28
Salussola;096058;-1;1;0.5199999809265137;2021/01/28
Sala Biellese;096057;-1;0;0;2021/01/28
Sagliano Micca;096056;-1;5;3.119999885559082;2021/01/28
Rosazza;096055;-1;0;0;2021/01/28
Roppolo;096054;-1;0;0;2021/01/28
Ronco Biellese;096053;-1;3;1.9900000095367432;2021/01/28
Pray;096050;-1;9;4.260000228881836;2021/01/28
Pralungo;096049;-1;10;4.21999979019165;2021/01/28
Portula;096048;-1;1;0.8399999737739563;2021/01/28
Ponderano;096047;-1;5;1.3200000524520874;2021/01/28
Pollone;096046;-1;5;2.369999885559082;2021/01/28
Piedicavallo;096044;-1;0;0;2021/01/28
Piatto;096043;-1;0;0;2021/01/28
Pettinengo;096042;-1;3;1.9700000286102295;2021/01/28
Occhieppo Superiore;096041;-1;4;1.4900000095367432;2021/01/28
Occhieppo Inferiore;096040;-1;4;1.0299999713897705;2021/01/28
Netro;096039;-1;0;0;2021/01/28
Muzzano;096038;-1;0;0;2021/01/28
Mottalciata;096037;-1;6;4.429999828338623;2021/01/28
Mongrando;096035;-1;5;1.3200000524520874;2021/01/28
Miagliano;096034;-1;1;1.75;2021/01/28
Mezzana Mortigliengo;096033;-1;1;2;2021/01/28
Masserano;096032;-1;3;1.4299999475479126;2021/01/28
Massazza;096031;-1;1;1.7999999523162842;2021/01/28
Magnano;096030;-1;0;0;2021/01/28
Graglia;096028;-1;4;2.640000104904175;2021/01/28
Gifflenga;096027;-1;0;0;2021/01/28
Gaglianico;096026;-1;15;4.010000228881836;2021/01/28
Dorzano;096025;-1;0;0;2021/01/28
Donato;096024;-1;0;0;2021/01/28
Curino;096023;-1;0;0;2021/01/28
Crevacuore;096021;-1;7;4.670000076293945;2021/01/28
Cossato;096020;-1;20;1.3799999952316284;2021/01/28
Coggiola;096019;-1;11;6.110000133514404;2021/01/28
Cerrione;096018;-1;7;2.430000066757202;2021/01/28
Cavaglià;096016;-1;7;1.9299999475479126;2021/01/28
Castelletto Cervo;096015;-1;0;0;2021/01/28
Casapinta;096014;-1;0;0;2021/01/28
Caprile;096013;-1;0;0;2021/01/28
Candelo;096012;-1;7;0.9300000071525574;2021/01/28
Camburzano;096010;-1;2;1.7300000190734863;2021/01/28
Camandona;096009;-1;1;2.869999885559082;2021/01/28
Callabiana;096008;-1;0;0;2021/01/28
Brusnengo;096007;-1;2;0.9900000095367432;2021/01/28
Borriana;096006;-1;1;1.1399999856948853;2021/01/28
Bioglio;096005;-1;0;0;2021/01/28
Biella;096004;-1;121;2.75;2021/01/28
Benna;096003;-1;0;0;2021/01/28
Andorno Micca;096002;-1;6;1.8899999856948853;2021/01/28
Ailoche;096001;-1;3;9.170000076293945;2021/01/28
Lu e Cuccaro Monferrato;006193;-1;2;1.4199999570846558;2021/01/28
Alluvioni Piovera;006192;-1;39;22.440000534057617;2021/01/28
Cassano Spinola;006191;-1;1;0.550000011920929;2021/01/28
Voltaggio;006190;-1;0;0;2021/01/28
Volpeglino;006189;-1;0;0;2021/01/28
Volpedo;006188;-1;2;1.6799999475479126;2021/01/28
Visone;006187;-1;3;2.430000066757202;2021/01/28
Villaromagnano;006186;-1;3;4.480000019073486;2021/01/28
Villanova Monferrato;006185;-1;0;0;2021/01/28
Villamiroglio;006184;-1;3;9.800000190734863;2021/01/28
Villalvernia;006183;-1;2;2.240000009536743;2021/01/28
Villadeati;006182;-1;0;0;2021/01/28
Viguzzolo;006181;-1;7;2.259999990463257;2021/01/28
Vignole Borbera;006180;-1;1;0.47999998927116394;2021/01/28
Vignale Monferrato;006179;-1;0;0;2021/01/28
Valmacca;006178;-1;1;1;2021/01/28
Valenza;006177;-1;40;2.1500000953674316;2021/01/28
