Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/12/31
Anzola d'Ossola;103002;-1;1;2.4600000381469727;2020/12/31
Arizzano;103003;-1;9;4.46999979019165;2020/12/31
Arola;103004;-1;0;0;2020/12/31
Aurano;103005;-1;0;0;2020/12/31
Baceno;103006;-1;4;4.460000038146973;2020/12/31
Bannio Anzino;103007;-1;0;0;2020/12/31
Baveno;103008;-1;9;1.8300000429153442;2020/12/31
Bee;103009;-1;1;1.3200000524520874;2020/12/31
Belgirate;103010;-1;0;0;2020/12/31
Beura-Cardezza;103011;-1;6;4.090000152587891;2020/12/31
Bognanco;103012;-1;0;0;2020/12/31
Brovello-Carpugnino;103013;-1;4;5.630000114440918;2020/12/31
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/12/31
Cambiasca;103015;-1;4;2.4600000381469727;2020/12/31
Cannero Riviera;103016;-1;6;6.590000152587891;2020/12/31
Cannobio;103017;-1;25;4.880000114440918;2020/12/31
Caprezzo;103018;-1;0;0;2020/12/31
Casale Corte Cerro;103019;-1;5;1.440000057220459;2020/12/31
Ceppo Morelli;103021;-1;0;0;2020/12/31
Cesara;103022;-1;1;1.6799999475479126;2020/12/31
Cossogno;103023;-1;2;2.950000047683716;2020/12/31
Craveggia;103024;-1;1;1.309999942779541;2020/12/31
Crevoladossola;103025;-1;16;3.4800000190734863;2020/12/31
Crodo;103026;-1;2;1.4299999475479126;2020/12/31
Domodossola;103028;-1;61;3.359999895095825;2020/12/31
Druogno;103029;-1;3;2.819999933242798;2020/12/31
Formazza;103031;-1;2;4.519999980926514;2020/12/31
Germagno;103032;-1;1;5.260000228881836;2020/12/31
Ghiffa;103033;-1;12;5.099999904632568;2020/12/31
Gignese;103034;-1;0;0;2020/12/31
Gravellona Toce;103035;-1;8;1.0199999809265137;2020/12/31
Gurro;103036;-1;0;0;2020/12/31
Intragna;103037;-1;0;0;2020/12/31
Loreglia;103038;-1;1;4.289999961853027;2020/12/31
Macugnaga;103039;-1;1;1.850000023841858;2020/12/31
Madonna del Sasso;103040;-1;0;0;2020/12/31
Malesco;103041;-1;1;0.7300000190734863;2020/12/31
Masera;103042;-1;5;3.380000114440918;2020/12/31
Massiola;103043;-1;0;0;2020/12/31
Mergozzo;103044;-1;5;2.309999942779541;2020/12/31
Miazzina;103045;-1;2;5.239999771118164;2020/12/31
Montecrestese;103046;-1;1;0.7900000214576721;2020/12/31
Montescheno;103047;-1;5;12.760000228881836;2020/12/31
Nonio;103048;-1;1;1.159999966621399;2020/12/31
Oggebbio;103049;-1;1;1.149999976158142;2020/12/31
Omegna;103050;-1;42;2.759999990463257;2020/12/31
Ornavasso;103051;-1;9;2.619999885559082;2020/12/31
Pallanzeno;103052;-1;2;1.7400000095367432;2020/12/31
Piedimulera;103053;-1;2;1.309999942779541;2020/12/31
Pieve Vergonte;103054;-1;7;2.7799999713897705;2020/12/31
Premeno;103055;-1;4;5.480000019073486;2020/12/31
Premia;103056;-1;0;0;2020/12/31
Premosello-Chiovenda;103057;-1;6;3.0899999141693115;2020/12/31
Quarna Sopra;103058;-1;2;7.940000057220459;2020/12/31
Quarna Sotto;103059;-1;0;0;2020/12/31
Re;103060;-1;2;2.7200000286102295;2020/12/31
San Bernardino Verbano;103061;-1;3;2.2799999713897705;2020/12/31
Santa Maria Maggiore;103062;-1;3;2.319999933242798;2020/12/31
Stresa;103064;-1;5;1.0299999713897705;2020/12/31
Toceno;103065;-1;0;0;2020/12/31
Trarego Viggiona;103066;-1;0;0;2020/12/31
Trasquera;103067;-1;0;0;2020/12/31
Trontano;103068;-1;7;4.190000057220459;2020/12/31
Valstrona;103069;-1;1;0.8199999928474426;2020/12/31
Vanzone con San Carlo;103070;-1;1;2.619999885559082;2020/12/31
Varzo;103071;-1;3;1.4900000095367432;2020/12/31
Verbania;103072;-1;194;6.360000133514404;2020/12/31
Vignone;103074;-1;8;6.690000057220459;2020/12/31
Villadossola;103075;-1;15;2.299999952316284;2020/12/31
Villette;103076;-1;2;7.190000057220459;2020/12/31
Vogogna;103077;-1;1;0.5699999928474426;2020/12/31
Borgomezzavalle;103078;-1;0;0;2020/12/31
Valle Cannobina;103079;-1;0;0;2020/12/31
Valdilana;096088;-1;34;3.140000104904175;2020/12/31
Quaregna Cerreto;096087;-1;2;0.9800000190734863;2020/12/31
Campiglia Cervo;096086;-1;0;0;2020/12/31
Lessona;096085;-1;17;6.239999771118164;2020/12/31
Zumaglia;096083;-1;0;0;2020/12/31
Zubiena;096082;-1;6;5.230000019073486;2020/12/31
Zimone;096081;-1;5;12.529999732971191;2020/12/31
Viverone;096080;-1;5;3.5399999618530273;2020/12/31
Villanova Biellese;096079;-1;0;0;2020/12/31
Villa del Bosco;096078;-1;2;5.96999979019165;2020/12/31
Vigliano Biellese;096077;-1;33;4.300000190734863;2020/12/31
Verrone;096076;-1;4;3.2100000381469727;2020/12/31
Veglio;096075;-1;0;0;2020/12/31
Valle San Nicolao;096074;-1;1;1.0499999523162842;2020/12/31
Vallanzengo;096072;-1;0;0;2020/12/31
Valdengo;096071;-1;6;2.440000057220459;2020/12/31
Torrazzo;096069;-1;0;0;2020/12/31
Tollegno;096068;-1;8;3.2699999809265137;2020/12/31
Ternengo;096067;-1;0;0;2020/12/31
